gene_name	gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000235070	ENSG00000235070.4	39.83146	0.2301426	0.36621975	0.1967486	0.3856294
TBC1D16	ENSG00000167291.17	3056.282	-0.208815	0.22958655	0.1968439	0.3856777
KCNJ12	ENSG00000184185.11	48.90166	0.2312572	0.40104217	0.1968606	0.3856777
TRMT61A-DT	ENSG00000260285.1	45.74424	-0.1992851	0.20424833	0.1968912	0.3856998
ZNF304	ENSG00000131845.15	575.8724	0.1207089	0.09977471	0.1969634	0.3857454
CILP2	ENSG00000160161.10	35.13424	-0.2311944	0.40465883	0.1969726	0.3857454
RPS2P46	ENSG00000189343.7	79.13168	0.2168914	0.26080506	0.1969623	0.3857454
ENSG00000289121	ENSG00000289121.2	36.21427	0.2150762	0.25291812	0.1970706	0.3858992
EEF1D	ENSG00000104529.20	3715.029	-0.190389	0.18626585	0.1970994	0.3859176
TUT1	ENSG00000149016.17	323.8304	-0.1460519	0.12558406	0.1971456	0.3859702
ARPC2	ENSG00000163466.17	4992.992	-0.1705064	0.15523384	0.197286	0.3861691
HYI	ENSG00000178922.19	503.0548	-0.2021341	0.21146653	0.1972825	0.3861691
LINC03048	ENSG00000262223.11	98.2914	-0.2268939	0.3298507	0.1973303	0.3862178
SDC3	ENSG00000162512.17	17571.37	-0.2180761	0.26767417	0.1973711	0.3862217
HS6ST2	ENSG00000171004.19	180.5438	-0.2276023	0.45736385	0.1973609	0.3862217
ENSG00000275383	ENSG00000275383.1	14.18716	0.2228573	0.29646205	0.1973931	0.3862267
ADGRE3	ENSG00000131355.17	24.31367	-0.2300817	0.37306664	0.1974236	0.3862484
BCL7B	ENSG00000106635.9	802.9472	-0.1886195	0.18333934	0.1974694	0.3863001
PSMB4	ENSG00000159377.12	2642.181	-0.1809508	0.17057103	0.1975244	0.3863695
IL2RA	ENSG00000134460.19	221.8689	-0.2308029	0.40280996	0.1975534	0.3863883
TSPAN4	ENSG00000214063.13	923.2093	-0.2199404	0.27853803	0.1976071	0.3864554
FIBIN	ENSG00000176971.4	360.1595	-0.2306823	0.40425632	0.1977368	0.386671
ENSG00000291224	ENSG00000291224.2	75.49991	0.2112865	0.23965343	0.1978903	0.3869332
KRT80	ENSG00000167767.14	21.42047	-0.2296625	0.37132831	0.1979463	0.3870046
TUBB3	ENSG00000258947.8	686.9321	-0.2262842	0.32803603	0.1980515	0.3871723
MDP1	ENSG00000213920.10	204.6245	-0.1946446	0.19540544	0.1981246	0.3872772
PSMB1	ENSG00000008018.10	2317.272	0.1708023	0.15608536	0.1981467	0.3872822
CNBP	ENSG00000169714.18	8318.076	0.1534789	0.13433769	0.198188	0.3872869
ENSG00000272916	ENSG00000272916.5	141.7381	0.2072319	0.22666179	0.1981753	0.3872869
GNAS-AS1	ENSG00000235590.10	23.93044	0.2237862	0.30708014	0.1982649	0.3873612
GJA5	ENSG00000265107.4	205.7576	-0.2262156	0.32852456	0.1982509	0.3873612
TMPO	ENSG00000120802.16	2035.187	0.1746107	0.16152549	0.1983093	0.3873818
APP	ENSG00000142192.23	31117.82	-0.2000112	0.2074525	0.1983243	0.3873818
AATF	ENSG00000275700.7	1134.225	0.1726538	0.15876605	0.1983533	0.3873818
HELLPAR	ENSG00000281344.1	188.5168	0.2276294	0.34459467	0.1983401	0.3873818
CEROX1	ENSG00000260807.8	617.8975	-0.2203529	0.2835298	0.1983834	0.3874025
SNX18P12	ENSG00000279718.1	20.05433	-0.2301447	0.39696524	0.1984794	0.3875518
RNU1-27P	ENSG00000206596.1	10776.32	0.2009539	0.52596124	0.1985756	0.3877018
NIM1K	ENSG00000177453.8	580.3386	0.2152976	0.25740144	0.198624	0.3877581
FBXL5	ENSG00000118564.16	4338.636	0.1552751	0.13666093	0.1987368	0.3879403
SERPINA5	ENSG00000188488.15	2207.699	-0.2291133	0.37099898	0.1987875	0.3880011
ANAPC2	ENSG00000176248.10	691.0537	-0.1869867	0.18146552	0.1988364	0.3880586
PTBP1	ENSG00000011304.23	3195.823	-0.1852229	0.1784388	0.1988694	0.3880739
OSTM1	ENSG00000081087.16	2113.038	0.1782614	0.16726176	0.1988833	0.3880739
HIPK4	ENSG00000160396.9	14.15465	-0.2297719	0.39246034	0.1989404	0.3881475
CCND1	ENSG00000110092.5	25305.99	0.2168141	0.26558678	0.1989946	0.388215
GOLGA7B	ENSG00000155265.13	185.0792	-0.2275377	0.34962363	0.1991445	0.3884693
C11orf52	ENSG00000149300.10	17.45612	-0.2249298	0.32131284	0.1991652	0.3884717
OR56B1	ENSG00000181023.8	16.46859	0.2260761	0.33309279	0.1992373	0.3885129
RPS3AP26	ENSG00000214389.2	55.97695	-0.2093233	0.23508239	0.1992449	0.3885129
CHASERR	ENSG00000272888.9	2680.37	0.1837544	0.17622761	0.1992447	0.3885129
KCNC3	ENSG00000131398.15	360.347	-0.2189408	0.27814833	0.1993443	0.3885164
FBXO15	ENSG00000141665.14	29.88852	-0.2022147	0.21407546	0.1993299	0.3885164
ZNHIT2	ENSG00000174276.7	94.94438	-0.1999296	0.20835033	0.1993287	0.3885164
NKILA	ENSG00000278709.2	84.88688	-0.218129	0.27339648	0.1993028	0.3885164
INTS4P1	ENSG00000290545.2	51.69789	0.2280492	0.35806527	0.1992858	0.3885164
EAF2	ENSG00000145088.10	136.1834	-0.2034752	0.21765088	0.1995102	0.3887635
VPS39	ENSG00000166887.17	2591.007	0.1277745	0.10732718	0.1995027	0.3887635
RPL4	ENSG00000174444.16	18856.2	-0.182641	0.17467071	0.199663	0.3890232
PRPS2	ENSG00000101911.14	629.2752	-0.1717353	0.1581939	0.1996862	0.3890302
ACOT8	ENSG00000101473.18	282.2172	-0.1569932	0.13914537	0.1997888	0.389154
ENSG00000306747	ENSG00000306747.1	12.71146	-0.2284135	0.36962041	0.1997877	0.389154
ENSG00000299595	ENSG00000299595.1	25.27699	-0.2281725	0.36546588	0.1998162	0.3891692
ENSG00000308579	ENSG00000308579.1	19.45076	-0.2288979	0.42182899	0.1998933	0.3892814
EMC3	ENSG00000125037.14	1106.869	-0.1735759	0.16098733	0.200014	0.3894783
TRIL	ENSG00000255690.3	248.7686	-0.2288704	0.38540225	0.2000699	0.389549
PWP1	ENSG00000136045.13	1344.009	0.1495764	0.13059813	0.2001077	0.3895844
KIF3B	ENSG00000101350.9	2893.463	-0.1800496	0.17080365	0.2001283	0.3895864
KCNQ5	ENSG00000185760.18	42.1039	-0.2247542	0.32535744	0.2001954	0.3896061
ISG15	ENSG00000187608.11	766.9986	-0.227203	0.35363715	0.2001729	0.3896061
LINC00528	ENSG00000269220.2	15.51005	-0.2244739	0.32265909	0.2001971	0.3896061
PSMD5	ENSG00000095261.15	1074.446	0.133227	0.11305712	0.200295	0.3897585
SNX24	ENSG00000064652.12	1330.844	0.2042016	0.22072065	0.2003188	0.3897666
EPHA3	ENSG00000044524.12	1327.555	-0.2289169	0.40066591	0.2003908	0.3898687
NCBP3	ENSG00000074356.18	1920.563	0.1620264	0.14564313	0.2004352	0.3899169
LRRTM2	ENSG00000146006.8	301.4595	-0.2239524	0.31940343	0.2004978	0.3900006
TIMM23B	ENSG00000204152.15	481.8292	0.1786906	0.16894167	0.2005533	0.3900704
SPRYD7	ENSG00000123178.17	361.6793	0.1569671	0.13949853	0.2007033	0.3902598
ZNF230	ENSG00000159882.14	224.6685	0.1497885	0.13105552	0.2006781	0.3902598
TBCEL-TECTA	ENSG00000285509.1	22.29037	0.2167883	0.27016152	0.200725	0.3902598
ENSG00000290912	ENSG00000290912.2	270.4071	0.2061884	0.22719129	0.2007291	0.3902598
MRPL1	ENSG00000169288.19	388.1089	0.1795948	0.17063239	0.2009934	0.3906972
DNAJC9-AS1	ENSG00000236756.5	61.00718	0.1792532	0.17009335	0.2009922	0.3906972
NBPF19	ENSG00000271383.10	660.1974	0.2001025	0.21074025	0.2010902	0.3908472
ABHD4	ENSG00000100439.12	1119.57	-0.1978595	0.20537516	0.2011472	0.3908899
ENSG00000288187	ENSG00000288187.2	32.91912	-0.2231032	0.31511721	0.2011514	0.3908899
MAGEE1	ENSG00000198934.5	151.4007	0.182914	0.1762201	0.2012886	0.3911183
LAMTOR4	ENSG00000188186.11	721.1185	-0.2025549	0.21745949	0.2013463	0.3911922
COPE	ENSG00000105669.15	1156.071	-0.2070957	0.23119784	0.2014631	0.3912434
TBX22	ENSG00000122145.16	25.65317	0.2282263	0.40397148	0.2014432	0.3912434
PLPP7	ENSG00000160539.7	107.3088	-0.2230773	0.31655697	0.2014796	0.3912434
FRAT1	ENSG00000165879.9	155.7557	-0.2069664	0.23081788	0.2014906	0.3912434
CTNNBIP1	ENSG00000178585.16	669.9177	-0.1743413	0.16290938	0.2014539	0.3912434
SLC12A2-DT	ENSG00000245937.11	1021.404	0.1875006	0.18435477	0.2014615	0.3912434
ENSG00000248734	ENSG00000248734.2	18.43537	0.2268885	0.36193488	0.2015607	0.3913412
ENSG00000289444	ENSG00000289444.2	468.162	0.2225233	0.31334815	0.2018178	0.3918022
ENSG00000264808	ENSG00000264808.3	13.69892	0.2098729	0.24185738	0.2019797	0.3920783
OTULIN-DT	ENSG00000261360.4	16.11203	-0.219984	0.29431889	0.2020449	0.3921666
YWHAZ	ENSG00000164924.19	18971.22	0.1614346	0.14569142	0.2021924	0.3924147
TRMT6	ENSG00000089195.16	351.0612	0.168621	0.15524631	0.2023119	0.3925122
CSPP1	ENSG00000104218.17	1078.755	0.202527	0.21875082	0.2024209	0.3925122
LRRC47	ENSG00000130764.11	963.1017	0.1708776	0.15844876	0.2024174	0.3925122
TXNDC11	ENSG00000153066.14	939.2125	0.1360224	0.11660536	0.2023963	0.3925122
HPS3	ENSG00000163755.10	1402.871	0.1829607	0.17700062	0.2023134	0.3925122
ZBTB21	ENSG00000173276.15	1340.607	0.2007411	0.21382735	0.2023401	0.3925122
ZBTB12	ENSG00000204366.4	81.03246	-0.19621	0.20283855	0.2023854	0.3925122
LINC02981	ENSG00000214870.12	113.4528	-0.2231187	0.32202585	0.2024317	0.3925122
NME1	ENSG00000239672.9	720.9494	-0.1922439	0.19432821	0.2024399	0.3925122
BMS1P14	ENSG00000289843.2	1189.81	-0.2273571	0.38378796	0.2023676	0.3925122
HCFC1R1	ENSG00000103145.12	747.0531	-0.2077598	0.23504716	0.2024608	0.3925144
MAP3K9	ENSG00000006432.17	92.79943	-0.2209498	0.30337981	0.202483	0.3925191
SYNE3	ENSG00000176438.14	6749.331	0.2135332	0.25838945	0.2025043	0.3925223
TENT4A	ENSG00000112941.15	969.1512	0.1369035	0.11760279	0.2026166	0.3926633
CRACR2A	ENSG00000130038.11	139.1926	-0.2119612	0.25152942	0.2026009	0.3926633
LRRCC1	ENSG00000133739.17	1211.17	0.1977116	0.20668739	0.2027221	0.3927913
HOXC-AS2	ENSG00000250133.2	40.15934	0.2260673	0.43691163	0.2027191	0.3927913
MT-ND5	ENSG00000198786.2	41797.55	-0.2227857	0.32082937	0.2027956	0.3928956
RBM14-RBM4	ENSG00000248643.5	111.727	-0.2172075	0.27883912	0.202824	0.3929123
GPR108	ENSG00000125734.17	934.0559	-0.1956452	0.2020765	0.2029039	0.3929522
RNASE6	ENSG00000169413.4	748.0488	-0.2187089	0.28867928	0.2028985	0.3929522
ENSG00000251615	ENSG00000251615.3	130.7819	-0.1779178	0.1691823	0.2028935	0.3929522
CHCHD7	ENSG00000170791.19	997.9823	0.1787056	0.17050388	0.2030233	0.3931452
MYEF2	ENSG00000104177.20	1803.859	0.1859782	0.18283757	0.2031094	0.3932355
SLC39A13-AS1	ENSG00000255197.8	645.5453	-0.2124761	0.25491613	0.2031065	0.3932355
POU2F3	ENSG00000137709.10	14.57733	-0.2270001	0.41166182	0.2031706	0.3932775
RING1	ENSG00000204227.6	744.5183	-0.1891391	0.18876537	0.2031585	0.3932775
MAPK9	ENSG00000050748.19	1444.071	0.1383304	0.11932444	0.2032562	0.3933283
CCDC125	ENSG00000183323.14	281.7002	-0.2017488	0.21765704	0.2032561	0.3933283
TENM3	ENSG00000218336.10	3287.243	0.212997	0.25761133	0.2032371	0.3933283
CLN5	ENSG00000102805.16	1988.308	0.1469207	0.12880055	0.2033703	0.3934136
KLF9	ENSG00000119138.5	10085.31	0.2108567	0.24848202	0.2033764	0.3934136
UBAP2L	ENSG00000143569.21	3446.004	-0.1362699	0.11718342	0.2033991	0.3934136
ZNF154	ENSG00000179909.16	438.7307	-0.22494	0.34873386	0.2033381	0.3934136
CEBPZOS	ENSG00000218739.11	1164.505	0.1425527	0.12393649	0.2033796	0.3934136
DCHS1	ENSG00000166341.9	684.0451	-0.2181977	0.28713148	0.2034206	0.3934168
ENSG00000261832	ENSG00000261832.6	17.03742	-0.2154488	0.27056338	0.2034403	0.3934168
POLR3B	ENSG00000013503.11	317.6153	0.1672961	0.15401804	0.2034643	0.393425
HK3	ENSG00000160883.12	172.9219	-0.225777	0.36421226	0.2035823	0.3936149
MAFK	ENSG00000198517.11	3339.984	-0.2168899	0.27985275	0.2037411	0.3938722
ENSG00000227733	ENSG00000227733.13	230.8309	0.2230582	0.32912272	0.203755	0.3938722
RCL1	ENSG00000120158.12	394.4772	0.1761095	0.16693162	0.2037995	0.3938817
ENSG00000254343	ENSG00000254343.2	27.14778	0.2119649	0.25417202	0.2037979	0.3938817
NLGN1	ENSG00000169760.18	814.6205	0.2255077	0.43392198	0.2038758	0.3939552
FANCA	ENSG00000187741.17	130.8795	0.2024895	0.22054418	0.2038771	0.3939552
HNRNPA3	ENSG00000170144.24	9539.068	-0.1643587	0.15029926	0.2039312	0.3940214
LINC01409	ENSG00000237491.11	109.235	0.2196829	0.30049063	0.2041109	0.3943304
GPR52	ENSG00000203737.5	44.61598	0.2245754	0.44226564	0.204182	0.3944171
SRXN1	ENSG00000271303.3	672.9546	-0.2018267	0.21907447	0.2041954	0.3944171
MARK3	ENSG00000075413.20	3260.315	0.134725	0.11581714	0.204223	0.3944306
TRIM2	ENSG00000109654.17	5408.063	0.2166114	0.27976288	0.2042421	0.3944306
ZNF761	ENSG00000160336.18	638.4554	0.147003	0.12922758	0.204277	0.3944597
SH3TC1	ENSG00000125089.19	1007.175	-0.2111083	0.25180491	0.2044449	0.3947009
RAB33B	ENSG00000172007.8	838.615	0.1636808	0.14965688	0.2044614	0.3947009
TMEM203	ENSG00000187713.7	607.912	0.1598691	0.14472167	0.2044518	0.3947009
ENSG00000293497	ENSG00000293497.2	86.11201	0.2149405	0.2707735	0.204497	0.3947314
NORAD	ENSG00000260032.3	24562.22	0.1532829	0.13665145	0.204545	0.3947858
SNCA-AS1	ENSG00000247775.3	14.26912	0.2204555	0.3088554	0.2045754	0.3948061
SLC25A53	ENSG00000269743.4	168.4181	0.1819954	0.1769377	0.2046034	0.3948218
ENSG00000272617	ENSG00000272617.3	95.73931	0.2222066	0.32577247	0.2046791	0.3949296
TRMT10C	ENSG00000174173.7	430.9495	0.1658517	0.15268195	0.2047175	0.3949655
ZFYVE16	ENSG00000039319.18	3421.431	0.1930043	0.19808682	0.2048175	0.3950435
ELOVL4	ENSG00000118402.6	186.1216	0.1914778	0.19484376	0.2048075	0.3950435
TPK1	ENSG00000196511.16	333.2347	0.1739812	0.16429698	0.2048098	0.3950435
MSR1	ENSG00000038945.16	4686.124	-0.2102766	0.24910423	0.2048556	0.3950786
ZNF496	ENSG00000162714.14	1543.538	-0.1598518	0.14489315	0.2048838	0.3950948
ENSG00000280200	ENSG00000280200.1	18.95441	-0.2243549	0.43651814	0.2052694	0.3957999
SGTA	ENSG00000104969.12	1159.166	-0.1966976	0.20714875	0.2054384	0.3960874
ANKS6	ENSG00000165138.19	638.5358	-0.1817662	0.17718469	0.2055316	0.3962288
ADGRE2	ENSG00000127507.19	543.7527	-0.2108678	0.25319816	0.2055679	0.3962603
ENSG00000279555	ENSG00000279555.1	41.45925	0.2245082	0.43134331	0.205625	0.396332
ENSG00000285804	ENSG00000285804.2	45.30423	0.2151146	0.27528391	0.2056852	0.3964097
LINC00299	ENSG00000236790.8	54.72734	0.2202986	0.31324671	0.2057564	0.3965085
ADM	ENSG00000148926.11	482.8063	0.224649	0.36861441	0.205792	0.3965388
NCKAP5	ENSG00000176771.18	499.0842	0.2141773	0.27050325	0.205886	0.3966813
RNF14P1	ENSG00000232915.1	12.16177	0.2226974	0.44833365	0.2059304	0.3967285
SORT1	ENSG00000134243.13	10213.14	-0.1840999	0.18159129	0.2059915	0.396731
COLQ	ENSG00000206561.15	253.5729	-0.2062027	0.23544125	0.2059604	0.396731
ENSG00000287778	ENSG00000287778.3	144.7849	0.2136596	0.26793861	0.2059845	0.396731
CRYZ	ENSG00000116791.15	938.611	-0.1796177	0.17392236	0.2060468	0.3967583
RASSF8	ENSG00000123094.17	3638.782	0.2023344	0.22303378	0.2060604	0.3967583
LUM	ENSG00000139329.6	6288.024	-0.2198469	0.46591955	0.2060854	0.3967583
ENSG00000273154	ENSG00000273154.3	114.5062	-0.2143932	0.2722689	0.2060754	0.3967583
RPP25L	ENSG00000164967.11	169.5441	-0.191502	0.19606059	0.206109	0.3967653
ERP27	ENSG00000139055.7	27.00781	-0.2155377	0.27939641	0.206178	0.3968598
OPRL1	ENSG00000125510.19	92.91238	-0.2160232	0.28272004	0.2062528	0.3969563
SLC25A34	ENSG00000162461.9	86.73374	-0.2194916	0.30862528	0.206268	0.3969563
APCDD1	ENSG00000154856.13	2794.62	0.223416	0.35252757	0.2063368	0.3970503
RORB	ENSG00000198963.11	288.6734	0.2249768	0.39353991	0.2064311	0.3971932
ENSG00000283312	ENSG00000283312.1	12.12279	-0.2215949	0.33011543	0.2064595	0.3972096
AKAP11	ENSG00000023516.10	6267.507	0.1979134	0.21136797	0.2065123	0.3972342
TRERF1	ENSG00000124496.14	533.9288	0.1920909	0.19768785	0.2065119	0.3972342
CALHM6	ENSG00000188820.15	313.1874	-0.2195851	0.31091746	0.206573	0.3972504
ENSG00000233170	ENSG00000233170.4	20.83628	-0.2144634	0.27417742	0.2065806	0.3972504
FAM156A	ENSG00000268350.9	502.5356	-0.2107333	0.25484365	0.2065741	0.3972504
MTERF4	ENSG00000122085.18	887.9072	0.1411834	0.12355679	0.2066555	0.397336
B3GNT2	ENSG00000170340.12	489.3652	-0.2035232	0.22765242	0.206725	0.397336
APOBEC3G	ENSG00000239713.10	688.0183	-0.209461	0.24952121	0.2067199	0.397336
OTUD7B	ENSG00000264522.7	5019.945	-0.196288	0.20752068	0.2067132	0.397336
ENSG00000280042	ENSG00000280042.1	25.79259	0.2245111	0.41801154	0.2066799	0.397336
ECI1	ENSG00000167969.14	373.2145	-0.1815948	0.17777572	0.2068144	0.3974696
ENSG00000254859	ENSG00000254859.2	23.27443	-0.2246925	0.39494338	0.2069001	0.3975958
SNAI3	ENSG00000185669.6	43.64975	-0.2115109	0.25946157	0.2069724	0.3976965
LSS	ENSG00000160285.16	1800.669	-0.1923776	0.19879549	0.2070301	0.3977689
BCAS1	ENSG00000064787.15	4661.329	-0.2199532	0.46111675	0.2071768	0.3980122
FSIP2-AS1	ENSG00000231646.8	89.60653	0.2235926	0.36511041	0.2072554	0.3981249
ELL2	ENSG00000118985.17	1821.384	-0.2148067	0.27870137	0.207368	0.3981758
ACKR3	ENSG00000144476.7	1402.54	-0.2186241	0.3066219	0.207422	0.3981758
FAM131A	ENSG00000175182.16	437.3459	-0.181093	0.17730195	0.2073791	0.3981758
FAM216A	ENSG00000204856.13	152.696	-0.1866705	0.18743967	0.2074148	0.3981758
ENSG00000260672	ENSG00000260672.1	13.32502	0.2229521	0.35484322	0.2073671	0.3981758
RN7SL1	ENSG00000276168.1	564493.6	0.2183924	0.46847309	0.2074044	0.3981758
ENSG00000309777	ENSG00000309777.1	22.54608	-0.2112743	0.25922933	0.2073517	0.3981758
SCARNA10	ENSG00000239002.3	14685.07	0.2116264	0.49259373	0.2074623	0.3982148
POLR2B	ENSG00000047315.17	2875.056	0.1337664	0.11587363	0.2076479	0.3984986
EMC4	ENSG00000128463.14	1222.232	0.1600067	0.14634998	0.2076688	0.3984986
TUG1	ENSG00000253352.10	6794.561	0.1357717	0.11801366	0.2076703	0.3984986
MED20	ENSG00000124641.17	384.942	-0.1407079	0.1234064	0.2077507	0.3986145
ENSG00000288700	ENSG00000288700.3	34.7879	0.2239319	0.38315944	0.2078112	0.3986921
PKD1L1	ENSG00000158683.10	62.81467	-0.220042	0.32209965	0.2078667	0.3987601
TFAP2C	ENSG00000087510.8	76.76796	0.2239343	0.40595705	0.2080406	0.3988632
SLC25A17	ENSG00000100372.16	296.485	-0.1603551	0.14696502	0.2080252	0.3988632
RGL1	ENSG00000143344.17	3074.335	-0.2140231	0.27587845	0.2079917	0.3988632
ZNF837	ENSG00000152475.8	37.16497	-0.1933783	0.20191841	0.2079472	0.3988632
ENSG00000228541	ENSG00000228541.4	62.54808	0.2095802	0.25285927	0.2080301	0.3988632
ENSG00000290039	ENSG00000290039.2	130.424	0.2238093	0.41361525	0.2079818	0.3988632
MYCL	ENSG00000116990.12	177.746	-0.2074479	0.24396093	0.208103	0.3989443
TBC1D8-AS1	ENSG00000272902.2	27.94065	-0.1991224	0.21652612	0.2081438	0.398984
EBP	ENSG00000147155.12	248.9797	-0.1970294	0.21104827	0.2082236	0.3990986
UNC13D	ENSG00000092929.14	453.8705	-0.2087046	0.24953654	0.20828	0.3991682
ARPC1B	ENSG00000130429.17	4209.245	0.1963907	0.20953762	0.2083257	0.3992174
ARL6IP1	ENSG00000170540.17	3943.701	0.1596495	0.14620986	0.208378	0.3992455
RN7SL674P	ENSG00000239899.3	58.91068	0.2218769	0.44059527	0.2083805	0.3992455
REXO4	ENSG00000148300.13	447.8618	-0.1700995	0.16069809	0.2086405	0.3997051
MAGI2	ENSG00000187391.23	1874.559	0.2056366	0.23810106	0.2087099	0.3997996
RAB34	ENSG00000109113.21	1624.709	-0.1872549	0.18964918	0.2087435	0.3998254
POLL	ENSG00000166169.18	498.184	-0.1628872	0.15067609	0.2087993	0.3998567
INO80D-AS1	ENSG00000227946.4	117.9408	-0.1800979	0.17658524	0.208826	0.3998567
MTA1-DT	ENSG00000251602.8	31.84805	-0.2074893	0.24554222	0.20883	0.3998567
ENSG00000294008	ENSG00000294008.1	27.24858	-0.2151746	0.28609579	0.2088402	0.3998567
ME1	ENSG00000065833.10	1300.829	-0.2194709	0.32239049	0.2089369	0.4000033
SLC9A3-AS1	ENSG00000225138.8	419.9327	-0.2126035	0.27077625	0.2090669	0.4002139
ENSG00000215146	ENSG00000215146.7	49.03513	0.2147816	0.47810924	0.2092809	0.4005463
ENSG00000276809	ENSG00000276809.1	22.89117	0.2195342	0.3250531	0.2092761	0.4005463
RPP21	ENSG00000241370.7	179.528	-0.1896747	0.19510112	0.2093471	0.4006345
CCT6P3	ENSG00000290860.2	204.7141	0.2007988	0.22304057	0.2094254	0.4007459
PDE4C	ENSG00000105650.23	44.17747	0.2221468	0.42814562	0.2094979	0.4008075
TAS2R5	ENSG00000127366.5	33.60517	0.2126161	0.27206753	0.2094846	0.4008075
LTBR	ENSG00000111321.12	1808.829	-0.1910123	0.19813333	0.2095205	0.4008122
FUZ	ENSG00000010361.15	225.4613	-0.1757603	0.1699027	0.2095823	0.4008919
ZNF718	ENSG00000250312.8	378.0674	0.2038507	0.23334895	0.209698	0.4010361
GOLGA8H	ENSG00000261794.2	227.0597	0.2028977	0.23009941	0.2096973	0.4010361
NELL2	ENSG00000184613.12	50.17578	-0.2211909	0.34895245	0.2097209	0.4010414
ITGAE	ENSG00000083457.13	255.9675	-0.1809101	0.17867575	0.2098198	0.4011379
FAH	ENSG00000103876.15	403.2848	-0.1970604	0.2129793	0.209828	0.4011379
NSUN5P1	ENSG00000291151.2	609.8479	-0.1805722	0.17809376	0.2098319	0.4011379
LCP1	ENSG00000136167.16	2739.448	-0.2063434	0.242978	0.2098991	0.4012236
HSPB2	ENSG00000170276.7	514.7515	-0.2062585	0.24267499	0.209917	0.4012236
DNAJB6	ENSG00000105993.16	3110.518	-0.1543146	0.1401401	0.2099636	0.4012607
NUP58	ENSG00000139496.19	1961.254	0.1822502	0.18116977	0.2099793	0.4012607
NOL4L	ENSG00000197183.15	1368.76	0.1772062	0.17254803	0.2100574	0.4012607
LINC01270	ENSG00000203999.11	63.85179	-0.207693	0.24879543	0.2100157	0.4012607
TCEA3	ENSG00000204219.12	171.2642	-0.2193329	0.32758903	0.210049	0.4012607
ENSG00000297885	ENSG00000297885.1	78.35596	0.2179339	0.31318243	0.2100237	0.4012607
ADSS1	ENSG00000185100.13	226.2972	0.2157387	0.29535784	0.210196	0.4014869
GLRB	ENSG00000109738.12	493.895	0.2182385	0.31787909	0.2103545	0.401674
CDK8	ENSG00000132964.14	406.5274	0.1330735	0.11597824	0.2103536	0.401674
PPP1R2	ENSG00000184203.9	1469.686	0.1388572	0.12223752	0.2103348	0.401674
SAFB2	ENSG00000130254.14	1349.497	-0.1855799	0.18777035	0.210478	0.4018327
METTL15	ENSG00000169519.22	570.7297	0.1727415	0.16569818	0.2104708	0.4018327
ENSG00000272335	ENSG00000272335.1	363.4899	0.1786123	0.17519856	0.2105233	0.4018806
ZNF790	ENSG00000197863.10	334.0619	0.1490651	0.1340152	0.2105927	0.4019745
MRS2	ENSG00000124532.16	663.4277	-0.1501124	0.13529839	0.2106719	0.4020871
ARMCX1	ENSG00000126947.14	1356.61	0.1999932	0.22255019	0.2108461	0.4021881
DIP2A	ENSG00000160305.20	2203.716	0.1560754	0.14271047	0.2108128	0.4021881
RNF182	ENSG00000180537.14	36.41854	-0.2219042	0.37613185	0.210802	0.4021881
ENSG00000261069	ENSG00000261069.3	163.8625	0.220861	0.35403731	0.2108372	0.4021881
H2AC12	ENSG00000274997.2	91.93043	0.2218149	0.41855297	0.2107979	0.4021881
GBP1P1	ENSG00000290525.2	302.5184	0.2181179	0.31883202	0.2107459	0.4021881
MMP25	ENSG00000008516.20	27.92152	-0.2221087	0.3908012	0.2109812	0.4024073
RIMS1	ENSG00000079841.20	304.0938	-0.2152904	0.47090018	0.2110357	0.4024727
PLEKHH1	ENSG00000054690.15	703.6993	-0.2138301	0.28482569	0.2110669	0.4024885
UBXN7	ENSG00000163960.14	3652.914	0.1779112	0.17440029	0.2111047	0.4024885
RPL26L1-AS1	ENSG00000204758.9	12.94869	-0.217631	0.31590946	0.2110962	0.4024885
ENSG00000278576	ENSG00000278576.1	62.95564	0.2191667	0.33280354	0.2111457	0.4025282
KIAA0586	ENSG00000100578.18	970.732	0.1760352	0.17138861	0.2112507	0.4026896
DOK5	ENSG00000101134.13	138.1218	-0.2134501	0.28329697	0.2113666	0.402872
SHROOM2	ENSG00000146950.13	492.3418	-0.2181952	0.32376095	0.2114613	0.4029753
CDK12	ENSG00000167258.17	2401.024	0.1464498	0.13125853	0.2114583	0.4029753
ABHD13	ENSG00000139826.7	956.1126	0.1451781	0.12979366	0.2115031	0.4030085
